"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","dataConstituicao","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","setorCVM","descricaoAtividade"
"04.370.282/0001-70",2023-01-01,24740,"24740","2474","2001-03-20","COPEL GERAÇÃO E TRANSMISSÃO S.A.","Estatal Holding",12,"Energia Elétrica","Geração, Transmissão, Comercialização de Energia e Prestação de Serviços Correlatos"
"04.437.534/0001-30",2023-01-01,21555,"21555","2155","2001-03-30","Locamérica Rent-a-Car S.A.","Privado",12,"Serviços Transporte e Logística","Aluguel de carros e gestão de frotas."
"04.368.865/0001-66",2023-01-01,27367,"27367","2736","2001-04-04","Ligga Telecomunicações S.A.","Privado",12,"Telecomunicações","Serviços de telecomunicações, de comunicações e serviços correlados, com e sem fornecimento de materiais."
"04.423.567/0001-21",2023-01-01,21237,"21237","2123","2001-04-25","ENEVA S.A","Privado",12,"Energia Elétrica","Empresa atuante na área de energia, em especial no segmento de geração, distribuição, comercialização, exportação e importação de energia elétrica, hidrocarbonetos e seus derivados."
"04.634.250/0001-34",2020-01-01,19224,"19224","1922","2001-06-22","NOVA ACAO PARTICIPACOES S.A.","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Administração de bens próprios e a participação em sociedes mercantis ou civis."
"05.197.443/0001-38",2023-01-01,24392,"24392","2439","2001-08-30","HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.","Privado Holding",12,"Serviços médicos","Participação, como sócia ou acionista, em outras empresas, predominantemente de assistência médica, bem como a realização de investimentos diretos e a exploração de atividades de prestação de serviços"
"04.781.143/0001-39",2016-01-01,19607,"19607","1960","2001-09-17","BAESA-ENERGETICA BARRA GRANDE SA","Privado",12,"Energia Elétrica","Geração de energia elétrica"
"04.752.991/0001-10",2023-01-01,19305,"19305","1930","2001-09-19","BIOMM S.A.","Privado",12,"Farmacêutico e Higiene","Empresa brasileira com sua atividade focada no desenvolvimento e comercialização de medicamentos biotecnológicos por meio de parcerias estratégicas e fábrica própria."
"04.705.090/0001-77",2011-01-01,19267,"19267","1926","2001-09-25","QUATTOR PETROQUÍMICA S.A.","Privado",12,"Petroquímicos e Borracha","INDUSTRIA PETROQUIMICA- PETROQUIMICA, COMBUSTIVEIS E BORRACHA"
"04.800.265/0001-25",2015-01-01,19372,"19372","1937","2001-10-30","BRPR 51 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","Privado",12,"Securitização de Recebíveis",""
"04.739.720/0001-24",2023-01-01,24945,"24945","2494","2001-10-31","USINA TERMELÉTRICA PAMPA SUL S.A.","Privado",12,"Energia Elétrica","A principal atividade da Companhia é a geração de energia elétrica mediante a operação da Usina Termelétrica Pampa Sul."
"04.665.504/0001-81",2010-01-01,19178,"19178","1917","2001-11-14","NOVAMARLIM PARTICIPAÇÕES S/A","Privado Holding",12,"Emp. Adm. Part. - Petróleo e Gás",""
"02.932.074/0001-91",2023-01-01,21431,"21431","2143","2001-12-01","HYPERA S.A.","Privado",12,"Farmacêutico e Higiene","Fabricacão de Medicamentos Alopáticos para uso humano"
"39.346.861/0350-38",2023-01-01,26530,"26530","2653","2001-12-01","CENCOSUD BRASIL COMERCIAL S.A.","Estrangeiro",12,"Comércio (Atacado e Varejo)","Comércio (Atacado e Varejo) atividades de panificação, correspondente bancário, estacionamento para veículos, importação e exportação participação no capital de outras sociedades dentre outras."
"04.821.041/0001-08",2023-01-01,20613,"20613","2061","2001-12-03","METALFRIO SOLUTIONS S.A.","Privado",12,"Máquinas, Equipamentos, Veículos e Peças","FABRICAÇÃO E COMERCIALIAZAÇÃO DE GELADEIRAS E SIMILARES, DE MÁQUINAS DE VENDAS AUTOMÁTICAS, COMPONENTES E PEÇAS"
"04.668.779/0001-79",2010-01-01,19194,"19194","1919","2001-12-06","NOVAMARLIM PETROLEO SA","Privado",12,"Emp. Adm. Part. - Petróleo e Gás",""
"04.652.792/0001-30",2012-01-01,19240,"19240","1924","2001-12-10","CIA DE RECUPERAÇÃO SECUNDÁRIA","Privado",12,"Petróleo e Gás","Locação de Bens a Petróleo Brasileiro S.A. - PETROBRAS"
"14.876.090/0001-93",2022-01-01,22764,"22764","2276","2002-01-09","GAIA IMPACTO SECURITIZADORA S.A.","Privado",12,"Securitização de Recebíveis",""
"04.992.714/0001-84",2023-01-01,24708,"24708","2470","2002-01-15","Nova Transportadora do Sudeste S.A. - NTS","Privado",12,"Emp. Adm. Part. - Petróleo e Gás","Construção, instalação, operação e manutenção de gasodutos na região Sudeste e das instalações correspondentes, visando exclusivamente realizar ao transporte de gás natural por meio dos gasodutos."
"04.986.320/0001-13",2023-01-01,23221,"23221","2322","2002-03-19","SER EDUCACIONAL S.A.","Privado",12,"Educação","Desenvolvimento e a administração de atividades e instituições no setor de educação e outras áreas associadas administração de bens e negócios próprios e participação em outras sociedades."
"04.972.092/0001-22",2023-01-01,26166,"26166","2616","2002-03-25","GRUPO FARTURA DE HORTIFRUT S.A.","Privado",12,"Comércio (Atacado e Varejo)","Comércio varejista alimentar com foco em produtos perecíveis, tais como: frutas, verduras e raízes, tubérculos, hortaliças e legumes frescos."
"05.341.549/0001-63",2019-01-01,21717,"21717","2171","2002-07-19","TARPON INVESTIMENTOS S.A.","Privado Holding",12,"Emp. Adm. Part. - Intermediação Financeira","Empresa de participações."
"05.303.439/0001-07",2023-01-01,26301,"26301","2630","2002-07-19","Unigel Participações S.A.","Privado",12,"Petroquímicos e Borracha","prestação de serviços comerciais e industriais para indústrias químicas e de transformação de resinas, preparação de misturas químicas, assistência técnica à indústria química e semelhantes."
"05.330.331/0001-03",2012-01-01,19402,"19402","1940","2002-08-29","GLOBAL BRASIL SA","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Reunir detentores de Contratos de Investimento Coletivo e outros contratos de emissão das Fazendas Reunidas Boi Gordo S.A., pessoa jurídica de direito privado, em processo de falência."
"05.336.882/0001-84",2023-01-01,22683,"22683","2268","2002-10-09","CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.","Privado Holding",12,"Energia Elétrica","Transmissão de energia elétrica."
"05.347.060/0001-07",2023-01-01,26387,"26387","2638","2002-10-09","Interplayers Soluções Integradas S.A.","Privado",12,"Farmacêutico e Higiene","Prestação de serviços em redes de relacionamento no ramo farmacêutico assessoria em informática configuração e manutenção de programas de computação participação em outras sociedades."
"05.730.375/0001-20",2021-01-01,24252,"24252","2425","2003-01-08","SMILES FIDELIDADE S.A.","Privado",12,"Comércio (Atacado e Varejo)","Programa de fidelização que reúne, em único ambiente ou plataforma, diversos Parceiros e/ou outros programas de fidelização, permitindo que seus clientes possam acumular bem como trocar milhas."
"05.495.546/0001-84",2023-01-01,24759,"24759","2475","2003-01-30","Litela Participações S.A. - Em Liquidação","Privado",12,"Emp. Adm. Part. - Extração Mineral","A Cia tem como atividade a participação, sob qualquer forma, no capital de outras sociedades civis ou comerciais. Atualmente, a Cia tem participação somente na Vale S.A."
"05.889.284/0001-32",2022-01-01,19470,"19470","1947","2003-04-23","CSA-COMPANHIA SECURITIZADORA DE ATIVOS","Privado",12,"Securitização de Recebíveis","Securitização de Recebíveis Imobiliários"
"05.878.397/0001-32",2023-01-01,22357,"22357","2235","2003-07-08","ALLOS S.A.","Privado Holding",12,"Emp. Adm. Part. - Comércio (Atacado e Varejo)","Planejamento, desenvolvimento, implantação e investimentos na área imobiliária, nomeadamente em Shopping Centers e a participação em outras sociedades e/ou em fundos de investimento imobiliário."
"05.799.312/0001-20",2021-01-01,20354,"20354","2035","2003-07-18","TERRA SANTA AGRO S.A.","Privado",12,"Agricultura (Açúcar, Álcool e Cana)","- produção e comércio de produtos vegetais (soja, milho e algodão)- industrialização e comércio de biocombustíveis, óleo vegetal e subprodutos"
"04.987.555/0001-20",2011-01-01,19500,"19500","1950","2003-08-26","BGPAR SA","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Participação em outras sociedades, na qualidade de quotista ou acionista."
"05.918.309/0001-89",2016-01-01,19518,"19518","1951","2003-09-05","PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","Privado",12,"Securitização de Recebíveis","Aquisição e Securitização de Créditos Imobiliários"
"06.016.348/0001-53",2023-01-01,24767,"24767","2476","2003-09-30","Ventos do Sul Energia S.A.","Privado",12,"Energia Elétrica","Geração, transmissão e distribuição de eneriga elétrica proveniente de fonte eólica para fins de comércio em caráter permanente, como Produtor Independente de Energia"
"05.917.486/0001-40",2023-01-01,25895,"25895","2589","2003-10-02","LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.","Privado",12,"Comércio (Atacado e Varejo)","A Companhia tem como atividade principal a exploração da indústria de eletrônicos, incluindo a locação e comercialização de equipamentos de informática, eletrônicos, telecomunicações e comunicação."
"06.018.000/0001-03",2015-01-01,19542,"19542","1954","2003-10-13","FIBRA CIA SECURITIZADORA CRED IMOB","Privado",12,"Securitização de Recebíveis","possui como principal atividade a aquisição e securitização de créditos hipotecários e oriundos de operações e financiamentos imobiliários em geral"
"07.857.850/0001-50",2023-01-01,80020,"80020","8002","2003-10-16","GP INVESTMENTS, LTD.","Estrangeiro Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Investimentos Alternativos, principalmente em Private equity"
"06.027.566/0001-93",2014-01-01,19585,"19585","1958","2003-10-22","UNIVER CIDADE TRUST DE RECEBIVEIS SA","Privado",12,"Securitização de Recebíveis","Aquisição de Direitos Creditórios"
"11.423.623/0001-93",2018-01-01,80110,"80110","8011","2003-11-04","DUFRY A.G.","Estrangeiro Holding",12,"Emp. Adm. Part. - Comércio (Atacado e Varejo)","Adquirir, deter, administrar continuamente, vender e financiar participações em companhias de todos os tipos na Suíça e no exterior."
"06.033.448/0001-98",2016-01-01,19526,"19526","1952","2003-11-21","TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS","Privado",12,"Securitização de Recebíveis","Estruturação de Securitização de Créditos Imobiliários"
"06.047.087/0001-39",2023-01-01,24821,"24821","2482","2003-12-16","Rede D'Or São Luiz S.A.","Privado",12,"Serviços médicos",""
"06.082.980/0001-03",2019-01-01,21300,"21300","2130","2003-12-22","ALIANSCE SHOPPING CENTERS S.A.","Privado",12,"Emp. Adm. Part. - Comércio (Atacado e Varejo)",""
"06.057.223/0001-71",2023-01-01,25372,"25372","2537","2004-01-05","SENDAS DISTRIBUIDORA S.A.","Privado Holding",12,"Comércio (Atacado e Varejo)","Atacadista de autosserviços"
"06.948.969/0001-75",2021-01-01,23035,"23035","2303","2004-01-09","LINX S.A.","Privado",12,"Comunicação e Informática",""
"06.137.677/0001-52",2020-01-01,19984,"19984","1998","2004-01-20","BRPR 56 SECURITIZADORA CRED IMOB S.A.","Privado",12,"Securitização de Recebíveis",""
"06.164.253/0001-87",2023-01-01,19569,"19569","1956","2004-03-12","GOL LINHAS AEREAS INTELIGENTES S.A.","Privado Holding",12,"Emp. Adm. Part. - Serviços Transporte e Logística","Gestão de Participação Societária"
"06.977.745/0001-91",2023-01-01,19909,"19909","1990","2004-05-26","BR MALLS PARTICIPACOES S.A.","Privado Holding",12,"Emp. Adm. Part. - Comércio (Atacado e Varejo)","Holding"
"06.977.751/0001-49",2023-01-01,19925,"19925","1992","2004-05-26","BR PROPERTIES S.A.","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Compra, venda e incorp. de imóveis comerciais prontos ou a construir admin de imóveis próprios ou de terceiros arrendamento, exploração com, locação sub-locação de imóveis comerciais própr. e outros"
"06.347.409/0001-65",2023-01-01,25410,"25410","2541","2004-06-23","SBF Comércio de Produtos Esportivos S.A.","Privado Holding",12,"Comércio (Atacado e Varejo)","A Companhia tem como atividade principal o comércio de artigos relacionados ao setor esportivo."
"07.033.882/0001-30",2015-01-01,19976,"19976","1997","2004-08-02","BRPR 52 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","Privado",12,"Securitização de Recebíveis",""
"06.981.180/0001-16",2023-01-01,20303,"20303","2030","2004-08-04","CEMIG DISTRIBUICAO S.A.","Estatal",12,"Energia Elétrica","O objetivo da Companhia é estudar, planejar, projetar, construir, operar e explorar sistemas de distribuição e comercialização de energia elétrica e serviços correlatos."
"06.981.381/0001-13",2023-01-01,23981,"23981","2398","2004-08-10","CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","Privado",3,"Agricultura (Açúcar, Álcool e Cana)","Com sua atuação em biotecnologia e melhoramento genético o CTC busca busca promover o aumento da produtividade, a redução de custos e soluções agrícolas e industriais para o setor sucroenergético."
"06.981.176/0001-58",2023-01-01,20320,"20320","2032","2004-09-08","CEMIG GERACAO E TRANSMISSAO S.A.","Estatal",12,"Energia Elétrica","Realiza atividades de geração, transmissão e comercialização de energia elétrica e serviços correlatos que lhe tenham sido ou venham a ser concedidos."
"07.119.838/0001-48",2023-01-01,19720,"19720","1972","2004-09-14","SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","Privado",12,"Securitização de Recebíveis","(i) Aquisição e securitização de créditos decorrentes de operações de financiamento imobiliário e (ii) Emissão e colocação de Certificados de Recebíveis Imobiliários no mercado financeiro."
"07.021.459/0001-10",2019-01-01,19747,"19747","1974","2004-09-15","BETA SECURITIZADORA S.A.","Privado",12,"Securitização de Recebíveis","Desenvolver operações através da securitização de créditos imobiliários e creditos do agronegócio"
"07.043.628/0001-13",2023-01-01,23531,"23531","2353","2004-09-27","CLARO TELECOM PARTICIPAÇÕES S.A.","Privado",12,"Emp. Adm. Part. - Telecomunicações","empresa holding de instituições não-financeiras"
"07.088.416/0001-52",2017-01-01,19895,"19895","1989","2004-10-13","BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","Privado",12,"Securitização de Recebíveis",""
"07.073.027/0001-53",2010-01-01,21768,"21768","2176","2004-10-20","TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A","Privado",12,"Comunicação e Informática","Prestação de serviços de call center, transmissão de dados, hospedagem e suporte a internet."
"07.256.507/0001-50",2012-01-01,19933,"19933","1993","2004-11-03","ITAUSEG PARTICIPAÇÕES SA","Privado Holding",12,"Emp. Adm. Part. - Seguradoras e Corretoras","Holding"
"07.112.325/0001-05",2016-01-01,19704,"19704","1970","2004-11-22","B.I. Companhia Securitizadora S/A","Privado",12,"Securitização de Recebíveis","aquis/securitz creds imobs oriundos/relacion a qsqr modals imobs emissão/coloc merc financ de CRI/debênts/qsqr outros tits cred/val mobil lastr em creds imobs realiz neg e servs relac sec imob"
"07.110.438/0001-71",2015-01-01,19690,"19690","1969","2004-11-29","BTG PACTUAL SECURITIZADORA S.A","Privado",12,"Securitização de Recebíveis","Securitização de Recebíveis Imobiliários"
"06.349.242/0001-71",2016-01-01,19810,"19810","1981","2004-12-20","BRPR 44 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","Privado",12,"Securitização de Recebíveis",""
"07.282.377/0001-20",2023-01-01,24864,"24864","2486","2005-03-09","ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A","Privado",12,"Energia Elétrica","A distribuição de energia elétrica de qualquer origem e natureza, podendo realizar outros serviços afins ou complementares relacionados ao seu objeto social."
"07.401.436/0001-31",2023-01-01,22810,"22810","2281","2005-04-25","ELDORADO BRASIL CELULOSE S.A.","Privado Holding",12,"Papel e Celulose","Fabricação de celulose e outras pastas para a fabricação de papel."
"07.437.016/0001-05",2023-01-01,23965,"23965","2396","2005-05-24","CINESYSTEM S.A.","Privado",12,"Brinquedos e Lazer","A Companhia tem como principais atividades a prestação de serviços de cinematografia e a revenda de mercadorias de bombonière."
"07.415.333/0001-20",2023-01-01,25003,"25003","2500","2005-06-03","SIMPAR S.A.","Privado",12,"Serviços Transporte e Logística","Participação em outras sociedades empresariais, como sócia ou acionista."
"14.212.464/0001-76",2016-01-01,80136,"80136","8013","2005-06-13","TGLT S/A","Estrangeiro",12,"Construção Civil, Mat. Constr. e Decoração","Gerenciamento de projetos e empreendimentos imobiliários, desenvolvimentos urbanos o planejamento, avaliação, direção e execução na gestão de tais negócios relacionados ao setor imobiliário."
"07.710.591/0001-30",2019-01-01,19941,"19941","1994","2005-06-29","BRPR 55 SECURITIZADORA CRED IMOB S.A.","Privado",12,"Securitização de Recebíveis",""
"07.526.557/0001-00",2023-01-01,23264,"23264","2326","2005-07-08","AMBEV S.A.","Estrangeiro Holding",12,"Bebidas e Fumo","Fabricação e distribuição de cervejas, refrigerantes e bebidas não carbonatadas e não alcoólicas."
"07.587.384/0001-30",2022-01-01,20222,"20222","2022","2005-07-11","PLANETA SECURITIZADORA S.A.","Privado",12,"Securitização de Recebíveis","Aquisição, securitização, emissão, negociação e prestação de serviços relacionados à créditos imobiliários e direitos creditórios do agronegócio passíveis de securitização."
"07.594.978/0001-78",2023-01-01,24260,"24260","2426","2005-07-19","SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","Privado",12,"Brinquedos e Lazer","A Companhia tem como atividade preponderante a prestação de serviços de condicionamento físico, por meio de academias de ginástica, musculação, dança e natação."
"07.620.094/0001-40",2017-01-01,20150,"20150","2015","2005-08-31","AFLUENTE G&T DE ENERGIA ELÉTRICA S/A","Privado",12,"Energia Elétrica",""
"07.689.002/0001-89",2023-01-01,20087,"20087","2008","2005-09-08","EMBRAER S.A.","Privado",12,"Máquinas, Equipamentos, Veículos e Peças","Projeto, desenvolvimento, fabricação, comercialização de aeronaves e sistemas e fornecimento de suporte e serviços de pós-venda."
"07.882.930/0001-65",2023-01-01,24902,"24902","2490","2005-09-09","Mitre Realty Empreendimentos e Participações S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","(a) Incorporação e comercialização de empreendimentos imobiliários de qualquer natureza, (b) loteamento de terrenos, (c) construção de condomínios"
"07.628.528/0001-59",2023-01-01,20036,"20036","2003","2005-09-23","BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","Estrangeiro",6,"Agricultura (Açúcar, Álcool e Cana)","EMPRESA DE DESENVOLVIMENTO AGROPECUARIO"
"07.704.246/0001-93",2023-01-01,26557,"26557","2655","2005-09-27","Datora Participações e Serviços S.A.","Privado",12,"Comunicação e Informática","Prestação de serviços de tecnologia, especializada em conectividade de Internet das Coisas e VoIP, além de serviços de telecomunicações móveis (SMP) e fixos, nacional e internacional (STFC e SCM)."
"07.659.538/0001-51",2023-01-01,20052,"20052","2005","2005-10-14","DINAMICA ENERGIA S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Participação em empresas brasileiras do setor energético"
"07.671.092/0001-80",2017-01-01,519707,"519707","51970","2005-11-03","TBM Têxtil Bezerra de Menezes S.A.","Privado",12,"Têxtil e Vestuário","FIAÇÃO DE FIBRAS VEGETAIS E SINTETICAS EM TODAS AS MODALIDADES , COMPREENDENDO A FABRICAÇÃO DE FIOS DE ALGODÃO E FIOS MISTOS."
"07.394.616/0001-33",2014-01-01,20079,"20079","2007","2005-11-07","UNI CIDADE SPTRUST DE RECEBÍVEIS SA","Privado",12,"Securitização de Recebíveis",""
"07.700.557/0001-84",2016-01-01,20265,"20265","2026","2005-11-14","BROOKFIELD INCORPORAÇÕES S.A.","Privado Holding",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","Gestão em participações societárias"
"07.718.269/0001-57",2023-01-01,20966,"20966","2096","2005-11-24","SPRINGS GLOBAL PARTICIPACOES S.A.","Privado Holding",12,"Emp. Adm. Part. - Têxtil e Vestuário",""
"07.802.794/0001-56",2023-01-01,26158,"26158","2615","2005-12-06","ESSENTIA PCHS S.A.","Privado",12,"Energia Elétrica","(i) Geração, distribuição, transmissão e comercialização de energia elétrica e serviços correlatos, (ii) participação em outras sociedades, e (iii) promoção de serviços em negócios de energia."
"07.859.510/0001-68",2023-01-01,24473,"24473","2447","2005-12-08","JHSF MALLS S.A.","Privado Holding",12,"Comércio (Atacado e Varejo)","Investimentos no Brasil em negócios voltados a atender o público de alta renda, focada no desenvolvimento e administração de projetos de shopping centers."
"07.809.905/0001-56",2012-01-01,20214,"20214","2021","2005-12-29","AMPLA INVESTIMENTOS E SERVIÇOS S/A","Estrangeiro Holding",12,"Emp. Adm. Part. - Energia Elétrica","paricipar de outras empresas do setor elétrico"
"07.816.890/0001-53",2023-01-01,20982,"20982","2098","2005-12-30","MULTIPLAN - EMPREEND IMOBILIARIOS S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","Administração de shopping centers"
"06.977.739/0001-34",2016-01-01,19917,"19917","1991","2006-01-01","TEMPO PARTICIPAÇOES S/A","Estrangeiro Holding",12,"Emp. Adm. Part. - Serviços médicos","Soluções médicas, planos médicos e odontológicos e assitências 24 horas."
"07.825.881/0001-29",2016-01-01,20230,"20230","2023","2006-01-02","ACRUX SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis","Emissão de Certificados de Recebíveis Imobiliários, bem como de outros títulos e valores mobiliários lastreados em créditos imobiliários que sejam compatíveis com as suas atividades"
"07.820.907/0001-46",2023-01-01,20630,"20630","2063","2006-01-10","FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Incorporação Imobiliária"
"07.875.234/0001-21",2012-01-01,20419,"20419","2041","2006-01-16","ONE PROPERTIES S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração",""
"07.859.971/0001-30",2023-01-01,20257,"20257","2025","2006-01-23","TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Transmissão de Energia Elétrica."
"07.823.262/0001-03",2023-01-01,26697,"26697","2669","2006-01-26","Foz do Rio Claro Energia S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Geração e comercialização de energia elétrica e participação em outras sociedades."
"07.976.147/0001-60",2023-01-01,25828,"25828","2582","2006-03-27","MOVIDA LOCAÇÃO DE VEÍCULOS S.A.","Privado",12,"Serviços Transporte e Logística","Locação de Automóveis sem condutor"
"07.949.970/0001-87",2013-01-01,20176,"20176","2017","2006-04-10","CENTENNIAL ASSET PART. MINAS-RIO S/A","Privado Holding",12,"Emp. Adm. Part. - Extração Mineral","A Companhia tem por objeto a participação no capital de outras sociedades, nacionais ou estrangeiras, constituídas sob qualquer tipo societário, qualquer que seja o objeto social."
"07.957.093/0001-96",2018-01-01,20168,"20168","2016","2006-04-10","ÓLEO E GÁS PARTICIPAÇÕES S.A.","Privado Holding",12,"Emp. Adm. Part. - Petróleo e Gás","Participações em outras sociedades"
"07.950.674/0001-04",2021-01-01,20184,"20184","2018","2006-04-10","CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO","Privado Holding",12,"Emp. Adm. Part. - Extração Mineral","Desenvolvimento de projetos de carvão na Colômbia, incluindo, mas não se limitando a, pesquisa, exploração, lavra, beneficiamento, industrialização, transporte, exportação e comércio de carvão."
"08.170.849/0001-15",2023-01-01,26026,"26026","2602","2006-05-18","DESKTOP S.A.","Privado",12,"Telecomunicações","Serviços de telefonia fixa, telecomunicações sem fio, televisão por assinatura, provedores de acesso às redes de comunicações e voz, tratamento de dados, provedores de serviços de aplicação."
"08.065.557/0001-12",2023-01-01,20435,"20435","2043","2006-05-22","TECNISA S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Incorporação, compra e venda de imóveis prontos e a construir, locação e administração de bens imóveis, construção de imóveis e a prestação de serviço de consultoria imobiliária."
"08.078.847/0001-09",2023-01-01,20370,"20370","2037","2006-05-22","LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","Intermediação na compra, venda, permuta e locação de imóveis ou de direitos e obrigações a eles relativos."
"08.343.492/0001-20",2023-01-01,20915,"20915","2091","2006-05-31","MRV ENGENHARIA E PARTICIPACOES S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Atividades de Incorporação e Construção"
"08.140.464/0001-05",2011-01-01,20400,"20400","2040","2006-06-01","SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS","Privado",12,"Securitização de Recebíveis","A Companhia tem por objeto social a aquisição e securitização de créditos imobiliários e a emissão e a colocação, no mercado financeiro e de capitais, de Certificado de Recebíveis Imobiliários."
"08.253.728/0001-37",2012-01-01,20460,"20460","2046","2006-06-16","TFA SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis","Securitização de Recebíveis Imobiliários"
"08.294.224/0001-65",2023-01-01,20605,"20605","2060","2006-06-29","JHSF PARTICIPACOES S.A.","Privado Holding",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","Empresa com atividades em desenvolvimento e administração de projetos multiuso nos setores de (i) Incorporação, (ii) Shoppings, Varejo e Digital, (iii) Hospitalidade e Gastronomia, e (iv) Aeroporto"
"08.159.965/0001-33",2023-01-01,23175,"23175","2317","2006-07-04","IGUA SANEAMENTO S.A.","Privado Holding",12,"Saneamento, Serv. Água e Gás","Prestação de serviços públicos de água e esgoto."
"08.219.477/0001-74",2015-01-01,23213,"23213","2321","2006-07-11","ITAQUI GERAÇÃO DE ENERGIA S.A.","Privado",12,"Energia Elétrica","operação comercial de usina térmica, comercialização de energia, gerenciamento de projetos de infra-estrutura, operação portuária de descarga/carga de granéis, participação em outras sociedades"
"08.213.823/0001-07",2023-01-01,26590,"26590","2659","2006-07-12","AURA ALMAS MINERAÇÃO S.A.","Privado",12,"Emp. Adm. Part. - Extração Mineral","Exploração, prospecção, industrialização e comercialização de minério de qualquer natureza importação e exportação de bens e produtos ligados à atividade principal exploração de jazidas."
"08.312.229/0001-73",2023-01-01,20770,"20770","2077","2006-07-31","EZ TEC EMPREEND. E PARTICIPACOES S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","(a) Incorporação e comercialização de empreendimentos imobiliários de qualquer natureza, (b) administração e locação de imóveis prórpios, (c) loteamento de terrenos, (d) construção de condomínios ..."
"08.397.078/0001-01",2023-01-01,26603,"26603","2660","2006-08-01","GSH CORP Participações S.A.","Privado",12,"Serviços médicos","Prestação de serviços médicos hospitalares (hemoterapia, medicina nuclear, farmacêutica, radiofarmácia e outros segmentos), participação em outras sociedades e administração de bens próprios."
"08.322.396/0001-03",2023-01-01,26522,"26522","2652","2006-08-04","CERRADINHO BIOENERGIA S.A.","Privado",3,"Agricultura (Açúcar, Álcool e Cana)","Exploração de agricultada em geral, especialmente o plantio de cana-de-açúcar, a fabricação e comércio de açúcar, etanol e seus derivados, de levedura seca e melaço para ração animal, entre outros."
"08.281.683/0001-04",2017-01-01,22330,"22330","2233","2006-08-09","RJ Capital Partners S.A.","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Administração de participações societárias."
"08.262.121/0001-13",2023-01-01,27430,"27430","2743","2006-08-31","Alubar Metais e Cabo S.A.","Privado",12,"Metalurgia e Siderurgia","Fabricação de fios, cabos e condutores elétricos isolados."
"08.574.411/0001-00",2023-01-01,24546,"24546","2454","2006-09-25","PRÁTICA PRODUTOS S.A.","Privado",12,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças","A Companhia tem por objeto social: (i) a fabricação de fornos e equipamentos voltados para os mercados de panificação e gastronômico e (ii) a participação societária em outras companhias."
"08.364.948/0001-38",2023-01-01,21490,"21490","2149","2006-09-27","ALUPAR INVESTIMENTO S/A","Privado",12,"Emp. Adm. Part. - Energia Elétrica","a participação em outras sociedades atuantes nos setores de energia e infra-estrutura, no Brasil ou no exterior a geração, transformação, transporte, a distribuiçãoe o comércio de energia."
